 Current Liability to Current Assets, Liability-Assets Flag, Total expense/Assets, Cash/Current Liability, Fixed Assets Turnover Frequency, Fixed Assets to Assets, Net Value Growth Rate, Revenue per person, Total assets to GNP price, Quick Asset Turnover Rate, Tax rate (A), Cash/Total Assets,Bankrupt?
0.034445899,0,0.027462212,0.002190108,0.000267044,0.242069187,0.000498164,0.00847495,0.001121404,0.000159994,0.09849175,0.058652167,0
0.02579286,0,0.015598988,0.001658764,0.000107423,0.510376354,0.000460583,0.009978996,0.00081661,4780000000,0.244964065,0.015915256,0
0.029554154,0,0.022288741,0.006378769,0.000510636,0.164239611,0.000469292,0.031993302,0.000649505,7290000000,0.217228464,0.081741715,0
0.032607826,0,0.016796759,0.002998794,0.000369171,0.179563347,0.000506674,0.022031932,0.002594221,0.000164155,0.215507642,0.070824802,0
0.052998053,0,0.020951596,0.000931104,0.000612763,0.119498347,0.000549196,0.021746985,0.000851799,0.000100161,0.258730641,0.029066209,0
0.072566668,0,0.028552535,0.001438046,5140000000,0.517921657,0.000414667,0.00556086,0.000800222,0.000102067,0,0.028118667,0
0.045632113,0,0.019898525,0.00134305,7110000000,0.636281514,0.00048973,0.00742623,0.006194668,0.000102934,0.022775585,0.020314761,0
0.018963542,0,0.026231459,0.019623341,0.000285956,0.338639038,0.000510542,0.021479665,0.001175852,7350000000,0.011640854,0.166011726,0
0.038477077,0,0.029889372,0.003784347,0.000490967,0.142984452,0.000401316,0.033100774,0.002239877,0.000124485,0,0.081910704,0
0.022515227,0,0.021645647,0.010304301,0.000170212,0.434245147,0.000490753,0.012240941,0.00034162,0.000103578,0.257718393,0.151175006,0
0.033462389,0,0.019276888,0.005109826,0.000126335,0.480424156,0.000542833,0.010081812,0.000883494,9410000000,0,0.073144503,0
0.02450765,0,0.018264513,0.004628005,0.000351015,0.20034204,0.000522645,0.024061807,0.000644283,0.000141555,0.257212268,0.080083188,0
0.036375158,0,0.047072258,0.003297698,0.045375491,0.002295814,0.000429215,0.040709134,0.000486169,0.000122351,0,0.121612035,0
0.012007995,0,0.012986303,0.010239316,0.000181559,0.186240887,0.000451525,0.007123658,0.005195963,0.000234291,0.234740358,0.087902752,0
0.030984307,0,0.01625702,0.003735883,6660000000,0.517379407,0.000500834,0.01947329,0.001853423,0.000148179,0,0.059718567,0
0.023225933,0,0.033114291,0.002462189,0.000257209,0.253205396,0.000461731,0.015492854,0.001926882,9410000000,0,0.036319794,0
0.020527303,0,0.040578052,0.00051265,0.000295791,0.192529185,0.000437675,0.011756239,0.001750659,0.000165553,0.895333536,0.006586974,0
0.030426554,0,0.021486857,0.001169634,0.000400944,0.201792711,0.000576521,0.025824361,0.005971698,0.000129856,0.134831461,0.026299253,0
0.023854705,0,0.01926133,0.0037129,0.000411535,0.156842462,0.00047573,0.018163124,0.001185147,0.000152633,0.260755137,0.06653492,0
0.037102914,0,0.018051052,0.003679757,719000000,0.555255961,0.000461681,0.009958433,0.001110879,0.000114249,0.19171981,0.046337755,0
0.030428321,0,0.015602238,0.002902113,0.00016416,0.389645204,0.000448006,0.010895525,0.000976131,0.000128349,0.6619091,0.055980775,0
0.04654118,0,0.031538527,0.004082198,0.000210306,0.187368221,0.000466847,0.009115345,0.000995522,0.000111981,0.160846239,0.074615161,0
0.02839845,0,0.008704233,0.001534728,0.000108179,0.205307365,0.00045382,0.014917086,0.005863589,0.000188604,0,0.014350602,0
0.040239525,0,0.030259342,0.000323574,0.00061125,0.144794584,0.000540761,0.027190341,0.003227583,0.000118782,0.189695313,0.01041052,0
0.080966486,0,0.015052786,0.001243825,7040000000,0.459377068,0.000461132,0.008107751,0.000844386,0.000101206,0,0.029685711,0
0.01467692,0,0.015198728,0.013628319,0.000168699,0.389482005,0.000532077,0.012311443,0.001621123,0.000124393,0.210851301,0.132841789,0
0.027614342,0,0.009173186,0.003679474,0.007304742,0.016019387,0.00051411,0.028424129,0.000908089,5560000000,0.218341937,0.089569267,0
0.045089824,0,0.030032216,0.0034768,0.000183829,0.318882295,0.00044878,0.006644831,0.000808623,9280000000,0.008705335,0.068588969,0
0.046665152,0,0.026453747,0.001135739,0.000198202,0.290807796,0.000470889,0.018644889,0.002317547,0.000114119,0,0.025781893,0
0.072838708,0,0.029144215,0.000955807,0.00010591,0.474012181,0.000381353,0.00710897,0.002067707,0.00010123,0,0.032514318,0
0.045208501,0,0.017324549,0.004053665,0.000104397,0.571986908,0.000515333,0.011538857,0.009864679,9670000000,0.238991801,0.073914284,0
0.047626307,0,0.022203615,0.001406157,0.000227706,0.221236048,0.000484165,0.015862991,0.001408681,7900000000,0.21712724,0.029576978,0
0.020346636,0,0.019583751,0.007176797,0.00028293,0.272087481,0.000467994,0.017807676,0.00149365,0.000138259,0.226541148,0.09470861,0
0.030790541,0,0.020666229,0.002059653,0.000570399,0.169416696,0.000477402,0.033843985,0.002213816,0.000137542,0.270877619,0.060426419,0
0.016780712,0,0.03244774,0.015621519,0.000275365,0.099744313,0.000458886,0.004782398,0.000289398,0.00028402,0,0.190533391,0
0.021924502,0,0.024959961,0.012677126,0.000525766,0.117454051,0.000479099,0.009262224,0.000410841,0.000146829,0.10982893,0.203014457,0
0.029780109,0,0.022932866,0.003021574,9230000000,0.644874702,0.000471937,0.01874183,0.000615092,6490000000,0.243344468,0.037505516,0
0.031061517,0,0.018414992,0.002208728,0.000140709,0.589081467,0.000618045,0.016194939,0.001504576,7400000000,0.12977022,0.02924518,0
0.023471737,0,0.023204746,0.001919654,0.001322358,0.049397835,0.00048948,0.034842765,0.000903035,9990000000,0.253973074,0.026606421,0
0.033301858,0,0.032677086,0.002165334,0.000148274,0.455061624,0.000494346,0.007114845,0.000994772,9410000000,0.092620711,0.034002603,0
0.034220449,0,0.037999001,0.005782877,0.000248888,0.314781732,0.000490853,0.008909713,0.001107158,9140000000,0.096062354,0.107991004,0
0.042366274,0,0.038080093,0.000778627,8090000000,0.411391754,0.00041297,0.005725365,0.000560237,5880000000,0,0.010292226,1
0.039623748,0,0.039505746,0.001495043,0.00028293,0.186118932,0.000441318,0.010954276,0.001132904,0.000175873,0,0.047491433,1
0.044789546,0,0.015583131,0.001073228,0.000177777,0.356252035,0.000472436,0.026364878,0.021209586,8650000000,0.171677295,0.019889021,0
0.031312689,0,0.014133886,0.004412206,0.000558295,0.066499321,0.000442666,0.024796205,0.053838852,9520000000,0.103755441,0.043948169,0
0.070452242,0,0.015068376,0.000460589,0.000107423,0.190579968,0.000434256,0.004838212,0.002272932,0.000197754,0,0.011555596,0
0.022290794,0,0.010199041,0.011755345,0.000203498,0.125797257,0.000466372,0.009802741,0.010655326,0.000218042,0.064075311,0.114366993,0
0.037229629,0,0.019867931,0.000643903,0.000119527,0.440505375,0.000451849,0.017596169,0.004815865,0.000108557,0.264196781,0.011079885,0
0.035730091,0,0.017496474,0.001110107,0.00023754,0.238995069,0.000457514,0.024390817,0.012895893,7170000000,0.177953234,0.023838274,0
0.029189144,0,0.017439423,0.002572526,0.000216358,0.268152606,0.000446209,0.017311223,0.003847481,0.000131831,0.184431623,0.050031668,0
0.045170688,0,0.027727646,0.002288124,0.000219384,0.249957458,0.000446109,0.018832895,0.005652748,0.000176076,0,0.060726744,0
0.01132957,0,0.072987149,0.015104804,0.001444154,0.003120118,0.00039675,0.036023677,0.000625012,0.000233991,0,0.05037453,0
0.014267213,0,0.00996248,0.021911843,0.000338154,0.129033606,0.00044314,0.011938369,0.003140842,0.000268975,0.166616054,0.242810533,0
0.032788954,0,0.020262167,0.000258717,0.000329077,0.24132329,0.000484839,0.029499288,0.005712738,8660000000,0.195262678,0.007402348,0
0.039205886,0,0.030332932,0.002170626,0.000245105,0.427725932,0.000455043,0.014764332,0.002273859,6460000000,0.128757971,0.049865256,0
0.041109363,0,0.021728857,0.002400474,0.000130118,0.453558077,0.000485388,0.016538637,0.010383977,0.000136782,0.203664338,0.050694494,0
0.050322656,0,0.021048816,0.001281794,0.000130874,0.537873138,0.000453945,0.024966585,0.005909205,5400000000,0.100415022,0.020404909,0
0.06714878,0,0.015449395,0.001104063,635000000,0.75591775,0.000447657,0.017928117,0.005118647,6690000000,0.055369977,0.021585081,0
0.025866062,0,0.009559783,0.000697098,0.000158108,0.267249627,0.0004648,0.010396134,0.002057214,0.000123011,0.025002531,0.007387599,0
0.047784608,0,0.030225493,0.000855262,7410000000,0.504596784,0.00042682,0.011101156,0.00080882,0.000129588,0,0.020511436,0
0.035359326,0,0.013572594,0.002463783,0.00014903,0.182073314,0.000444263,0.014887711,0.009284544,0.000405339,0.234133009,0.056022339,0
0.025437158,0,0.024062546,0.004731915,0.000509123,0.149223567,0.000523044,0.027457662,0.003019682,0.000129092,0.142726997,0.082686256,0
0.028927915,0,0.029378342,0.001327571,0.000390353,0.260917891,0.000545353,0.023212843,0.002847266,6160000000,0.240004049,0.027894921,0
0.01706753,0,0.014131171,0.006736885,0.001370774,0.049244446,0.000458562,0.060493809,0.004651504,0.000162595,0.246482437,0.075199779,0
0.027675882,0,0.02378376,0.008552816,0.000214089,0.261437058,0.000462829,0.016297754,0.003175807,0.000120825,0.273914364,0.1260739,0
0.026208729,0,0.016877414,0.018571169,0.002443488,0.052683109,0.000464476,0.018242439,0.002389385,0.000114313,0.233626885,0.49647515,0
0.060436256,0,0.018691523,0.001422241,6810000000,0.529445207,0.00047608,0.011353789,0.005086434,0.000171392,0.306913655,0.035257355,0
0.020931501,0,0.017176666,0.01726334,0.000602172,0.124569494,0.000493398,0.029182028,0.002186438,0.000124779,0,0.27081052,0
0.046463655,0,0.045167053,0.001727213,0.000426665,0.22056428,0.000432659,0.030644948,0.003846784,9960000000,0,0.049740625,0
0.03563778,0,0.017085643,0.0025667,0.000460707,0.193364958,0.00047321,0.037448409,0.001740415,0.000130325,0.253163276,0.078222903,0
0.016300545,0,0.015204545,0.005351281,0.000309408,0.244386032,0.00050066,0.025172216,0.001729741,8820000000,0.242635894,0.080443134,0
0.033905202,0,0.020638661,0.001159467,0.000256453,0.453291947,0.000472287,0.016283066,0.001142698,644000000,0.225022776,0.023795321,0
0.035226594,0,0.018715088,0.008150676,0.001180893,0.08401856,0.000485313,0.033412159,0.001604774,8430000000,0.069035327,0.156757458,0
0.039005401,0,0.022322027,0.002123757,6960000000,0.68970517,0.000451949,0.00677996,0.005432775,8030000000,0.115396295,0.026808356,0
0.019529849,0,0.029101782,0.004556296,0.002204434,0.061844334,0.000446883,0.031394034,0.000488905,4780000000,0.310456524,0.071442952,0
0.037973296,0,0.02033878,0.004358073,8400000000,0.411869041,0.000464875,0.006918027,0.002186445,0.000167557,0,0.073463126,0
0.020682435,0,0.032636168,0.004721325,0.000211819,0.31380795,0.000468968,0.011077655,0.000807701,0.000106421,0.046765867,0.058100229,0
0.043516362,0,0.042072999,0.001588988,0.000422882,0.174429696,0.000438573,0.017152593,0.000388374,9080000000,0.59742889,0.041126532,0
0.024372545,0,0.017914173,0.002183774,0.000108179,0.519459066,0.000458088,0.009652924,0.000743737,5700000000,0.18564632,0.016812785,0
0.017330848,0,0.018378923,0.023547039,0.00062638,0.121437391,0.00056644,0.037366156,0.000838331,0.000107005,0.275331511,0.21021216,0
0.039486724,0,0.015935865,0.002583357,0.000308651,0.209582035,0.000511066,0.022892646,0.003238357,0.000120446,0.224820326,0.059347142,0
0.027073541,0,0.014415544,0.008608431,0.000812479,0.081657819,0.000707382,0.023832675,0.001026221,0.000126752,0.262779634,0.150182159,0
0.034761238,0,0.018857321,0.001089488,0.000193663,0.258321056,0.000494446,0.012672767,0.001262934,0.000131329,0.255592671,0.025651147,0
0.067400839,0,0.018428812,0.000611761,6960000000,0.447064676,0.000471139,0.006641893,0.000762253,8110000000,0.148699261,0.011659813,0
0.040027263,0,0.018313088,0.001730769,7640000000,0.613717553,0.000500036,0.007819867,0.008174557,0.00010686,0.082700678,0.025617291,0
0.018029874,0,0.026128865,0.018762696,0.000233001,0.301899439,0.000472985,0.018057371,0.001261539,908000000,0.170867497,0.143946212,0
0.023889204,0,0.02684139,0.006424869,0.000631676,0.130003514,0.000484464,0.047729977,0.002197886,0.000116444,0,0.092910426,0
0.021564962,0,0.018581331,0.003844666,0.000167943,0.406224822,0.000510691,0.012329069,0.000431167,9660000000,0.191213686,0.043730538,0
0.026733729,0,0.020448999,0.002860106,0.000146004,0.389123807,0.000510142,0.011823803,0.000933204,9180000000,0.288591963,0.034017214,0
0.026767599,0,0.0154992,0.004747058,0.000417587,0.171940294,0.000484115,0.025128152,0.000707985,0.000148403,0.239093026,0.092546937,0
0.034380595,0,0.037968507,0.005887549,0.070557032,0.001906743,0.000475356,0.049424967,0.000484672,8460000000,0,0.206711612,0
0.012607394,0,0.016303555,0.016105776,0.000218628,0.176362724,0.000443464,0.007922683,0.005110129,0.00023901,0.158720518,0.158174739,0
0.025822113,0,0.01127166,0.005092802,552000000,0.523240515,0.000447457,0.016850021,0.001984301,0.000180163,0.312987144,0.063743577,0
0.028435027,0,0.030190948,0.004952647,0.000255696,0.243676285,0.000459235,0.014544012,0.001899323,9430000000,0.065796133,0.085755592,0
0.032875538,0,0.035383401,0.002005902,0.000176264,0.220326596,0.000445161,0.01019344,0.00161119,0.000145137,0.283733171,0.028198117,0
0.029884916,0,0.019197243,0.003465982,0.000390353,0.151880909,0.000474358,0.026479444,0.007406965,0.000183448,0.278368256,0.088709402,0
0.022062283,0,0.020279476,0.002140244,0.000400187,0.167106993,0.000458187,0.018157249,0.001143771,0.000131158,0.272800891,0.033396296,0
0.035715926,0,0.018017107,0.004117112,8470000000,0.529814447,0.000472312,0.010261005,0.001130578,9500000000,0.242737119,0.046315751,0
0.023554193,0,0.01559886,0.007948168,0.00019215,0.39976854,0.000454619,0.011964808,0.000830662,0.00010115,0.092519486,0.115523086,0
0.042697025,0,0.027283452,0.002892245,0.000183072,0.170186004,0.00045956,0.009127095,0.000956128,0.000183726,0.166008705,0.049759628,0
0.023630296,0,0.009009144,0.001301574,0.000127848,0.196301123,0.000462255,0.015087467,0.005326129,0.000107134,0.013361676,0.007726942,0
0.035828254,0,0.027599906,0.003896888,0.00074515,0.1154178,0.000548148,0.030580321,0.003675724,0.000125905,0.22239093,0.109940928,0
0.059377325,0,0.01608949,0.004972692,635000000,0.41535129,0.000477652,0.00791387,0.00081068,0.000171587,0,0.102353555,0
0.02407538,0,0.017663209,0.003167861,0.000211063,0.325756844,0.00048671,0.01445001,0.001941626,8710000000,0.154367851,0.042940688,0
0.032279338,0,0.007643358,0.005130807,0.007517318,0.009509675,0.000479498,0.023794486,0.0011716,0.000100669,0.234133009,0.151126715,0
0.038752073,0,0.024408139,0.002583489,0.000220897,0.268346806,0.000471438,0.006668331,0.000838524,0.000110492,0.110436279,0.050900621,0
0.028087941,0,0.019599236,0.002071512,0.000212576,0.272912761,0.000461706,0.024205749,0.002333952,0.000102353,0.17744711,0.028391001,0
0.06508473,0,0.032169507,0.001839049,0.000142978,0.35764228,0.000387866,0.008025498,0.00163849,0.000105691,0,0.068455635,0
0.044893578,0,0.017568613,0.004433852,0.000108179,0.537113634,0.000472461,0.012517075,0.011095833,0.00010321,0.190403887,0.088978016,0
0.054860154,0,0.019921522,0.000806326,0.000199715,0.253566649,0.000501733,0.014943525,0.001475158,5440000000,0.131086142,0.015668963,0
0.020503771,0,0.018079912,0.011406711,0.00020955,0.294244865,0.000475106,0.018818207,0.001558391,0.000152156,0.250632655,0.145546257,0
0.027702783,0,0.020498687,0.005569818,0.000569643,0.15938822,0.000475082,0.033033209,0.002158227,0.00013717,0.271181294,0.148707601,0
0.02074116,0,0.041204961,0.008703146,0.000385814,0.094189617,0.000427643,0.006500889,0.000276488,0.000205584,0,0.128020706,0
0.023210808,0,0.026500822,0.012503294,0.00059612,0.107707047,0.000476005,0.00913297,0.000447299,0.000132139,0.251644903,0.188650457,0
0.027362383,0,0.021869888,0.003771669,9230000000,0.635423523,0.000455617,0.017381725,0.000576635,6340000000,0.190910011,0.042373511,0
0.036828423,0,0.020138058,0.001599186,0.000115744,0.612505555,0.000454868,0.017305348,0.001613199,6340000000,0.139589027,0.024023177,0
0.026687535,0,0.022211312,0.004768604,0.001484249,0.038547201,0.000505551,0.034772263,0.001107756,0.000110864,0.253871849,0.066985007,0
0.038436108,0,0.028527539,0.001524325,0.000122553,0.462926776,0.000497441,0.007296976,0.001283205,90200000,0.159024193,0.029109466,0
0.044629988,0,0.039204929,0.005937673,0.000256453,0.25536992,0.000473385,0.008369196,0.00129058,9720000000,0.093632959,0.130775039,0
0.038876954,0,0.021639129,0.002718337,5370000000,0.668370517,0.000400168,0.014382445,0.006167124,9490000000,0,0.039696461,1
0.189435463,0,0.050010667,0.000631423,0.000141465,0.695297606,0.000312653,0.016509261,0.002044112,1370000000,0,0.022392138,1
0.041116029,0,0.012396586,0.000988609,0.000132387,0.375588047,0.00044883,0.027037586,0.023294823,6990000000,0.182508351,0.01760569,0
0.033120423,0,0.016531048,0.004023706,0.000555269,0.075493273,0.000419783,0.027354846,0.051427379,9540000000,0,0.04307153,0
0.08542764,0,0.022335916,0.000260412,0.0001339,0.187387733,0.000401291,0.005995623,0.002079751,0.000109935,0,0.006929679,0
0.029822209,0,0.01346366,0.012553907,0.000217871,0.126241543,0.00045699,0.010610578,0.010786686,0.000128872,0.153456828,0.11330605,0
0.071825618,0,0.020755852,0.000758437,0.000107423,0.452388534,0.000441343,0.021694109,0.004483177,9820000000,0,0.021387073,0
0.042590344,0,0.018416039,0.002009793,0.000236027,0.23675236,0.000436727,0.025504164,0.012497375,8250000000,0,0.047862312,0
0.032312978,0,0.023118689,0.003563649,0.000216358,0.267733785,0.000425223,0.017599107,0.003784458,0.000137347,0,0.080283341,0
0.07516273,0,0.04982522,0.001694642,0.000161134,0.339750331,0.000356349,0.019073778,0.004306614,0.000119782,0,0.053931249,0
0.042357346,0,0.368381659,0.009501414,0.017428195,0.003379515,0.000233947,0.040318435,0.000209027,0.000148103,0,0.343037498,0
0.013818726,0,0.010109085,0.019816013,0.000410778,0.116086178,0.000449304,0.013806677,0.003122301,0.000239547,0.226946047,0.213737753,0
0.030916492,0,0.02814849,0.000254672,0.0004191,0.221370602,0.000469891,0.03417887,0.006155408,7970000000,0.216317441,0.007076749,0
0.037900057,0,0.027294014,0.002672252,0.000217115,0.412785059,0.00043503,0.013480605,0.002194498,5660000000,0.111954651,0.05722088,0
0.040002913,0,0.020847277,0.002079248,0.000120283,0.501380246,0.000452623,0.017593232,0.010092307,0.000111938,0.282518474,0.035807918,0
0.045164358,0,0.025234134,0.002435943,0.000130118,0.580795115,0.000441518,0.027299032,0.00548771,4180000000,0.167122178,0.033510873,0
0.057390146,0,0.016879521,0.001097785,5980000000,0.763461462,0.000448405,0.021229969,0.004952914,5130000000,0.161453588,0.017864833,0
0.017064153,0,0.007932782,0.005458021,0.000127848,0.248997273,0.000466772,0.009309226,0.001992093,0.000133656,0.009211459,0.034072768,0
0.030533285,0,0.020292175,0.001061233,9910000000,0.490538276,0.000453546,0.015014027,0.000805603,8300000000,0,0.016718788,0
0.054967526,0,0.021491644,0.00205888,0.000124822,0.185809398,0.000371945,0.012810834,0.008389187,0.000378132,0,0.062144288,0
0.027325767,0,0.02630756,0.003370032,0.000397161,0.183169252,0.000402664,0.027774922,0.002977618,0.000121181,0.390525357,0.059647536,0
0.021923327,0,0.026156838,0.002776781,0.000298817,0.268888639,0.000448929,0.02320403,0.003053704,6570000000,0.209737828,0.042915566,0
0.010441479,0,0.011008176,0.021491529,0.001017489,0.052062484,0.000469192,0.053555219,0.004347487,0.000161275,0.03968013,0.112458015,0
0.016042131,0,0.029906093,0.018902077,0.000131631,0.26707217,0.000428791,0.012581702,0.002936839,0.000153909,0,0.137831426,0
0.027357255,0,0.016908757,0.011107638,0.004190998,0.038512023,0.000532377,0.025877238,0.003151197,6540000000,0.209434153,0.295090783,0
0.047698077,0,0.026804137,0.001789694,6130000000,0.523463907,0.000349087,0.01114522,0.004943549,0.000196485,0,0.042847357,0
0.047567156,0,0.02459063,0.001940095,0.000870729,0.10714106,0.000432459,0.037492472,0.002022017,5010000000,0.23393056,0.048043612,0
0.022396158,0,0.084279179,0.022032918,0.000226949,0.332764169,0.000501633,0.03338572,0.002960846,0.000136403,0.276343759,0.303705727,0
0.033318329,0,0.020365414,0.001887338,0.000297304,0.22010913,0.000441493,0.031470411,0.00145187,0.000154217,0,0.050502831,0
0.024420997,0,0.018635151,0.002657403,0.000365388,0.224748249,0.000455867,0.026235624,0.001861752,8230000000,0.258022067,0.060539092,0
0.020751251,0,0.020893138,0.006808851,0.000205767,0.54349723,0.000453421,0.015736674,0.000906917,5310000000,0.300131592,0.070396303,0
0.033265616,0,0.023277987,0.003931203,0.001338245,0.078669614,0.000453721,0.03765404,0.001552868,8100000000,0.121672234,0.071444669,0
0.043315089,0,0.017052553,0.002994151,6660000000,0.687058962,0.00043488,0.006136627,0.004774726,7270000000,0.127745723,0.043188615,0
0.034869304,0,0.018601609,0.002943104,0.001013707,0.128125403,0.000436901,0.027883613,0.000621954,9170000000,0,0.077314393,0
0.039459943,0,0.01787311,0.001047513,6660000000,0.490460293,0.000501633,0.006486201,0.002578021,958000000,0,0.016560582,0
0.021447999,0,0.051318614,0.005987854,0.000143735,0.323165178,0.000416089,0.0080725,0.000701346,0.000137404,0,0.07368177,0
0.026959783,0,0.017166998,0.002151399,0.00010591,0.514101178,0.000455168,0.012828459,0.000722949,4120000000,0.243850592,0.015630903,0
0.034000939,0,0.016494337,0.00713501,0.000630919,0.103567301,0.00045674,0.035348031,0.000967771,9520000000,0.256098795,0.098809348,0
0.035322392,0,0.029566486,0.002481697,0.000241323,0.225244948,0.000464576,0.027551665,0.003209731,0.000105643,0.409049499,0.050838935,0
0.020492181,0,0.014845329,0.013547349,0.000907797,0.072635093,0.00047024,0.025653981,0.000938127,0.000104674,0.30428181,0.152009309,0
0.036546587,0,0.011808576,0.001694156,0.000192907,0.203600633,0.000455867,0.009473731,0.001436145,0.000169229,0.310861423,0.044504246,0
0.059296311,0,0.027079555,0.001624506,0.000186098,0.526487219,0.000439946,0.003166723,0.000247568,6490000000,0.708270068,0.05415227,0
0.021556246,0,0.016194172,0.013071915,6280000000,0.474252047,0.000454519,0.004929277,0.00074997,0.000212879,0.025508655,0.162611425,0
0.112515552,0,0.018096038,0.000563642,8470000000,0.383721752,0.000462879,0.006624267,0.000879259,5690000000,0,0.013075469,0
0.040524284,0,0.019032291,0.002503581,6810000000,0.663270127,0.000465724,0.009676424,0.009164846,8380000000,0.125822452,0.032816232,0
0.017972001,0,0.021354857,0.014375183,0.000240566,0.268498534,0.000460533,0.018627264,0.001288317,7270000000,0.309849175,0.087048238,0
0.051210853,0,0.043567086,0.001568931,0.000636215,0.059512113,0.000384023,0.094578676,0.001734147,0.000148872,0,0.047757991,0
0.025880655,0,0.017317517,0.002308047,0.000139196,0.407154619,0.00046782,0.011988308,0.00044611,5270000000,0.214495394,0.021446345,0
0.023828521,0,0.018471222,0.003444823,0.000155839,0.378794068,0.000465823,0.010971902,0.000960768,0.000104905,0.274319263,0.0393291,0
0.071166785,0,0.020652331,0.001292663,0.000226193,0.199304136,0.000479798,0.011051217,0.000136587,0.000208299,0.248709384,0.054972664,0
0.029338454,0,0.013580191,0.006260588,0.000515931,0.168264809,0.000491202,0.024152872,0.000757526,0.000115215,0.228160745,0.127641519,0
0.025474264,0,0.042361074,0.010096095,0.054585095,0.002422706,0.000459161,0.036787451,0.000330652,0.000105377,0.286769916,0.243382814,0
0.01797186,0,0.026922706,0.00477572,0.000277635,0.223857143,0.000378658,0.010666392,0.003997493,0.000103821,0.359854236,0.051182833,0
0.031261362,0,0.016011353,0.00283687,635000000,0.396152083,0.000408029,0.018289441,0.001989851,0.000101532,0,0.032822888,0
0.02426875,0,0.034794385,0.003706351,0.000244349,0.265526009,0.000415815,0.01493765,0.001738755,6060000000,0.29274218,0.046510732,0
0.031337161,0,0.036992948,0.00342842,0.000162647,0.209191094,0.000439646,0.009920244,0.001561758,9980000000,0,0.037608923,0
0.027914885,0,0.024847152,0.005319704,0.000344206,0.204141962,0.000449029,0.025551165,0.007215548,0.000153783,0.184937747,0.114771232,0
0.030266384,0,0.02220882,0.00340079,0.000428178,0.157374438,0.000464476,0.019443914,0.001168387,0.000122261,0.206599858,0.070009381,0
0.035018341,0,0.01681675,0.005515227,0.000102127,0.494198354,0.000474882,0.01252295,0.001223451,9390000000,0.239801599,0.071413408,0
0.02673101,0,0.031754081,0.010197794,0.000190637,0.415345883,0.00041297,0.015172657,0.000730339,7810000000,0,0.137061209,0
0.049590886,0,0.023745778,0.005647865,0.000119527,0.200399815,0.000468768,0.010128813,0.000889468,0.00018786,0,0.075387673,0
0.020113669,0,0.018774505,0.008616841,0.000129361,0.142338237,0.000435204,0.017073278,0.004952837,0.000176065,0,0.050506906,0
0.039211401,0,0.026282982,0.001911517,0.000540896,0.133486371,0.000423176,0.021855676,0.002975559,987000000,0.284441745,0.046101472,0
0.029478899,0,0.016597265,0.01842245,6050000000,0.343727799,0.000541286,0.007320476,0.000839766,0.000328277,0,0.256447011,0
0.020839929,0,0.020284808,0.00479235,0.000217115,0.304935193,0.00046475,0.013677423,0.002065564,9120000000,0.196882276,0.054899574,0
0.02702065,0,0.016379565,0.01455837,0.015375817,0.007005491,0.000479523,0.03993361,0.001373406,0.00012835,0.267132301,0.410594555,0
0.035000451,0,0.021429684,0.008039477,0.00020728,0.220970735,0.000477502,0.005784116,0.000938589,0.000165019,0.133515538,0.167575346,0
0.053714872,0,0.019319345,0.001131723,0.000181559,0.257236755,0.000452747,0.020125435,0.002355186,9310000000,0.586901508,0.025881729,0
0.092119471,0,0.039596112,0.001682275,0.000152056,0.394299151,0.000300451,0.008536639,0.001356486,9220000000,0,0.073477409,0
0.032781626,0,0.017766341,0.005877359,9150000000,0.596928344,0.000456491,0.011436041,0.011294326,7860000000,0.228565644,0.065569295,0
0.05573746,0,0.01917901,0.001190884,0.000161891,0.258234698,0.000485438,0.015202033,0.001595376,6340000000,0.323109626,0.023374248,0
0.022285361,0,0.014767294,0.007916074,0.000118014,0.441967547,0.000479224,0.016312442,0.001675186,0.000143402,0.246381213,0.081402076,0
0.028660578,0,0.023271817,0.004606114,0.000379762,0.315321396,0.000453945,0.031426347,0.001915295,9210000000,0.31561899,0.102245305,0
0.021299677,0,0.034906739,0.010240683,0.000536357,0.113896725,0.000425697,0.00814594,0.000371233,8430000000,0,0.117886061,0
0.029270611,0,0.02798798,0.003462239,0.000102884,0.616133024,0.000444712,0.019044402,0.000572212,541000000,0.173195668,0.045159834,0
0.027268947,0,0.022539267,0.005738417,9460000000,0.651941962,0.000476903,0.017901679,0.0016733,6380000000,0.127138374,0.057574115,0
0.027112362,0,0.021640043,0.003587903,0.001593941,0.033033909,0.000488133,0.033926237,0.001230549,9300000000,0.257414718,0.042754668,0
0.042101612,0,0.030227715,0.001992663,0.000124822,0.443974792,0.000460134,0.008436761,0.001441447,7700000000,0.093430509,0.044387833,0
0.071772854,0,0.109923474,0.002561795,0.000292765,0.23628391,0.000327451,0.009118282,0.001382233,0.000100253,0,0.094317821,0
0.075065024,0,0.012838325,0.000368811,8620000000,0.493287124,0.000440669,0.056654378,0.016618346,0.000108479,0.087660694,0.010703333,1
0.055238138,0,0.019425622,0.00052494,4770000000,0.47496398,0.000420906,0.008213504,0.009891142,0.000185272,0,0.011017481,0
0.030755766,0,0.022909394,0.002395175,0.000571156,0.087895038,0.000496318,0.027936489,0.024381892,8620000000,0,0.02778181,0
0.031176308,0,0.006599442,0.013935228,8780000000,0.236398059,0.000487284,0.031990365,0.087447485,0.000120417,0,0.080510892,0
0.029595887,0,0.009428032,0.003654506,0.000102127,0.41665396,0.000425622,0.024622887,0.012085346,6570000000,0,0.030960456,0
